Stichtag;Geschlecht;Staatsangehörigkeit;Bundesland Schlüssel;Bundesland;Berufsabschluss;Sozialversicherungspflichtig Beschäftigte (SvB)
Jan 24;Frauen;Deutsche;16000000;Thüringen;Akademischer Berufsabschluss;55.900
Dez 23;Frauen;Ausländer;1000000;Schleswig-Holstein;Ohne Berufsabschluss;9.940
Dez 23;Frauen;Ausländer;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;11.880
Dez 23;Frauen;Ausländer;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;7.030
Dez 23;Frauen;Ausländer;2000000;Hamburg;Ohne Berufsabschluss;14.560
Dez 23;Frauen;Ausländer;2000000;Hamburg;Anerkannter Berufsabschluss;18.450
Dez 23;Frauen;Ausländer;2000000;Hamburg;Akademischer Berufsabschluss;20.030
Dez 23;Frauen;Ausländer;3000000;Niedersachsen;Ohne Berufsabschluss;34.710
Dez 23;Frauen;Ausländer;3000000;Niedersachsen;Anerkannter Berufsabschluss;41.460
Dez 23;Frauen;Ausländer;3000000;Niedersachsen;Akademischer Berufsabschluss;23.680
Dez 23;Frauen;Ausländer;4000000;Bremen;Ohne Berufsabschluss;4.820
Dez 23;Frauen;Ausländer;4000000;Bremen;Anerkannter Berufsabschluss;5.420
Dez 23;Frauen;Ausländer;4000000;Bremen;Akademischer Berufsabschluss;4.120
Dez 23;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;108.420
Dez 23;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;126.780
Dez 23;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;77.360
Dez 23;Frauen;Ausländer;6000000;Hessen;Ohne Berufsabschluss;46.400
Dez 23;Frauen;Ausländer;6000000;Hessen;Anerkannter Berufsabschluss;64.680
Dez 23;Frauen;Ausländer;6000000;Hessen;Akademischer Berufsabschluss;50.080
Dez 23;Frauen;Ausländer;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;20.980
Dez 23;Frauen;Ausländer;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;27.370
Dez 23;Frauen;Ausländer;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;13.720
Dez 23;Frauen;Ausländer;8000000;Baden-Württemberg;Ohne Berufsabschluss;96.640
Dez 23;Frauen;Ausländer;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;141.620
Dez 23;Frauen;Ausländer;8000000;Baden-Württemberg;Akademischer Berufsabschluss;72.350
Dez 23;Frauen;Ausländer;9000000;Bayern;Ohne Berufsabschluss;94.170
Dez 23;Frauen;Ausländer;9000000;Bayern;Anerkannter Berufsabschluss;151.680
Dez 23;Frauen;Ausländer;9000000;Bayern;Akademischer Berufsabschluss;105.280
Dez 23;Frauen;Ausländer;10000000;Saarland;Ohne Berufsabschluss;5.530
Dez 23;Frauen;Ausländer;10000000;Saarland;Anerkannter Berufsabschluss;7.760
Dez 23;Frauen;Ausländer;10000000;Saarland;Akademischer Berufsabschluss;3.600
Dez 23;Frauen;Ausländer;11000000;Berlin;Ohne Berufsabschluss;22.240
Dez 23;Frauen;Ausländer;11000000;Berlin;Anerkannter Berufsabschluss;28.610
Dez 23;Frauen;Ausländer;11000000;Berlin;Akademischer Berufsabschluss;59.190
Dez 23;Frauen;Ausländer;12000000;Brandenburg;Ohne Berufsabschluss;5.940
Dez 23;Frauen;Ausländer;12000000;Brandenburg;Anerkannter Berufsabschluss;9.470
Dez 23;Frauen;Ausländer;12000000;Brandenburg;Akademischer Berufsabschluss;8.800
Dez 23;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;2.470
Dez 23;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;4.060
Dez 23;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;3.640
Dez 23;Frauen;Ausländer;14000000;Sachsen;Ohne Berufsabschluss;7.950
Dez 23;Frauen;Ausländer;14000000;Sachsen;Anerkannter Berufsabschluss;14.910
Dez 23;Frauen;Ausländer;14000000;Sachsen;Akademischer Berufsabschluss;14.970
Dez 23;Frauen;Ausländer;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;3.930
Dez 23;Frauen;Ausländer;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;4.960
Dez 23;Frauen;Ausländer;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;4.660
Dez 23;Frauen;Ausländer;16000000;Thüringen;Ohne Berufsabschluss;5.870
Dez 23;Frauen;Ausländer;16000000;Thüringen;Anerkannter Berufsabschluss;7.210
Dez 23;Frauen;Ausländer;16000000;Thüringen;Akademischer Berufsabschluss;5.550
Dez 23;Frauen;Deutsche;1000000;Schleswig-Holstein;Ohne Berufsabschluss;49.560
Dez 23;Frauen;Deutsche;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;322.170
Dez 23;Frauen;Deutsche;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;68.980
Dez 23;Frauen;Deutsche;2000000;Hamburg;Ohne Berufsabschluss;41.940
Dez 23;Frauen;Deutsche;2000000;Hamburg;Anerkannter Berufsabschluss;228.430
Dez 23;Frauen;Deutsche;2000000;Hamburg;Akademischer Berufsabschluss;129.340
Dez 23;Frauen;Deutsche;3000000;Niedersachsen;Ohne Berufsabschluss;139.750
Dez 23;Frauen;Deutsche;3000000;Niedersachsen;Anerkannter Berufsabschluss;910.540
Dez 23;Frauen;Deutsche;3000000;Niedersachsen;Akademischer Berufsabschluss;200.880
Dez 23;Frauen;Deutsche;4000000;Bremen;Ohne Berufsabschluss;15.280
Dez 23;Frauen;Deutsche;4000000;Bremen;Anerkannter Berufsabschluss;82.730
Dez 23;Frauen;Deutsche;4000000;Bremen;Akademischer Berufsabschluss;28.940
Dez 23;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;362.800
Dez 23;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;1.861.550
Dez 23;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;553.270
Dez 23;Frauen;Deutsche;6000000;Hessen;Ohne Berufsabschluss;112.450
Dez 23;Frauen;Deutsche;6000000;Hessen;Anerkannter Berufsabschluss;638.610
Dez 23;Frauen;Deutsche;6000000;Hessen;Akademischer Berufsabschluss;244.960
Dez 23;Frauen;Deutsche;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;72.570
Dez 23;Frauen;Deutsche;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;423.480
Dez 23;Frauen;Deutsche;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;92.490
Dez 23;Frauen;Deutsche;8000000;Baden-Württemberg;Ohne Berufsabschluss;208.930
Dez 23;Frauen;Deutsche;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;1.214.890
Dez 23;Frauen;Deutsche;8000000;Baden-Württemberg;Akademischer Berufsabschluss;386.160
Dez 23;Frauen;Deutsche;9000000;Bayern;Ohne Berufsabschluss;214.870
Dez 23;Frauen;Deutsche;9000000;Bayern;Anerkannter Berufsabschluss;1.546.060
Dez 23;Frauen;Deutsche;9000000;Bayern;Akademischer Berufsabschluss;458.780
Dez 23;Frauen;Deutsche;10000000;Saarland;Ohne Berufsabschluss;18.790
Dez 23;Frauen;Deutsche;10000000;Saarland;Anerkannter Berufsabschluss;111.410
Dez 23;Frauen;Deutsche;10000000;Saarland;Akademischer Berufsabschluss;23.010
Dez 23;Frauen;Deutsche;11000000;Berlin;Ohne Berufsabschluss;64.030
Dez 23;Frauen;Deutsche;11000000;Berlin;Anerkannter Berufsabschluss;341.950
Dez 23;Frauen;Deutsche;11000000;Berlin;Akademischer Berufsabschluss;225.460
Dez 23;Frauen;Deutsche;12000000;Brandenburg;Ohne Berufsabschluss;28.790
Dez 23;Frauen;Deutsche;12000000;Brandenburg;Anerkannter Berufsabschluss;273.660
Dez 23;Frauen;Deutsche;12000000;Brandenburg;Akademischer Berufsabschluss;62.060
Dez 23;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;21.160
Dez 23;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;197.840
Dez 23;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;41.690
Dez 23;Frauen;Deutsche;14000000;Sachsen;Ohne Berufsabschluss;49.400
Dez 23;Frauen;Deutsche;14000000;Sachsen;Anerkannter Berufsabschluss;515.340
Dez 23;Frauen;Deutsche;14000000;Sachsen;Akademischer Berufsabschluss;146.920
Dez 23;Frauen;Deutsche;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;24.800
Dez 23;Frauen;Deutsche;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;274.630
Dez 23;Frauen;Deutsche;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;54.110
Dez 23;Frauen;Deutsche;16000000;Thüringen;Ohne Berufsabschluss;22.690
Dez 23;Frauen;Deutsche;16000000;Thüringen;Anerkannter Berufsabschluss;265.300
Dez 23;Frauen;Deutsche;16000000;Thüringen;Akademischer Berufsabschluss;56.320
Nov 23;Frauen;Ausländer;1000000;Schleswig-Holstein;Ohne Berufsabschluss;10.050
Nov 23;Frauen;Ausländer;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;11.930
Nov 23;Frauen;Ausländer;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;7.010
Nov 23;Frauen;Ausländer;2000000;Hamburg;Ohne Berufsabschluss;14.660
Nov 23;Frauen;Ausländer;2000000;Hamburg;Anerkannter Berufsabschluss;18.510
Nov 23;Frauen;Ausländer;2000000;Hamburg;Akademischer Berufsabschluss;19.940
Nov 23;Frauen;Ausländer;3000000;Niedersachsen;Ohne Berufsabschluss;35.200
Nov 23;Frauen;Ausländer;3000000;Niedersachsen;Anerkannter Berufsabschluss;41.630
Nov 23;Frauen;Ausländer;3000000;Niedersachsen;Akademischer Berufsabschluss;23.620
Nov 23;Frauen;Ausländer;4000000;Bremen;Ohne Berufsabschluss;4.900
Nov 23;Frauen;Ausländer;4000000;Bremen;Anerkannter Berufsabschluss;5.400
Nov 23;Frauen;Ausländer;4000000;Bremen;Akademischer Berufsabschluss;4.110
Nov 23;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;109.520
Nov 23;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;126.860
Nov 23;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;76.960
Nov 23;Frauen;Ausländer;6000000;Hessen;Ohne Berufsabschluss;46.820
Nov 23;Frauen;Ausländer;6000000;Hessen;Anerkannter Berufsabschluss;64.950
Nov 23;Frauen;Ausländer;6000000;Hessen;Akademischer Berufsabschluss;50.020
Nov 23;Frauen;Ausländer;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;21.350
Nov 23;Frauen;Ausländer;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;27.530
Nov 23;Frauen;Ausländer;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;13.640
Nov 23;Frauen;Ausländer;8000000;Baden-Württemberg;Ohne Berufsabschluss;97.420
Nov 23;Frauen;Ausländer;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;142.020
Nov 23;Frauen;Ausländer;8000000;Baden-Württemberg;Akademischer Berufsabschluss;72.100
Nov 23;Frauen;Ausländer;9000000;Bayern;Ohne Berufsabschluss;95.090
Nov 23;Frauen;Ausländer;9000000;Bayern;Anerkannter Berufsabschluss;151.980
Nov 23;Frauen;Ausländer;9000000;Bayern;Akademischer Berufsabschluss;104.920
Nov 23;Frauen;Ausländer;10000000;Saarland;Ohne Berufsabschluss;5.570
Nov 23;Frauen;Ausländer;10000000;Saarland;Anerkannter Berufsabschluss;7.810
Nov 23;Frauen;Ausländer;10000000;Saarland;Akademischer Berufsabschluss;3.580
Nov 23;Frauen;Ausländer;11000000;Berlin;Ohne Berufsabschluss;22.420
Nov 23;Frauen;Ausländer;11000000;Berlin;Anerkannter Berufsabschluss;28.680
Nov 23;Frauen;Ausländer;11000000;Berlin;Akademischer Berufsabschluss;59.130
Nov 23;Frauen;Ausländer;12000000;Brandenburg;Ohne Berufsabschluss;6.080
Nov 23;Frauen;Ausländer;12000000;Brandenburg;Anerkannter Berufsabschluss;9.560
Nov 23;Frauen;Ausländer;12000000;Brandenburg;Akademischer Berufsabschluss;8.740
Nov 23;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;2.520
Nov 23;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;4.090
Nov 23;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;3.610
Nov 23;Frauen;Ausländer;14000000;Sachsen;Ohne Berufsabschluss;8.020
Nov 23;Frauen;Ausländer;14000000;Sachsen;Anerkannter Berufsabschluss;14.980
Nov 23;Frauen;Ausländer;14000000;Sachsen;Akademischer Berufsabschluss;14.900
Nov 23;Frauen;Ausländer;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;3.970
Nov 23;Frauen;Ausländer;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;4.990
Nov 23;Frauen;Ausländer;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;4.640
Nov 23;Frauen;Ausländer;16000000;Thüringen;Ohne Berufsabschluss;6.020
Nov 23;Frauen;Ausländer;16000000;Thüringen;Anerkannter Berufsabschluss;7.350
Nov 23;Frauen;Ausländer;16000000;Thüringen;Akademischer Berufsabschluss;5.580
Nov 23;Frauen;Deutsche;1000000;Schleswig-Holstein;Ohne Berufsabschluss;49.960
Nov 23;Frauen;Deutsche;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;323.380
Nov 23;Frauen;Deutsche;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;68.900
Nov 23;Frauen;Deutsche;2000000;Hamburg;Ohne Berufsabschluss;42.230
Nov 23;Frauen;Deutsche;2000000;Hamburg;Anerkannter Berufsabschluss;229.180
Nov 23;Frauen;Deutsche;2000000;Hamburg;Akademischer Berufsabschluss;129.250
Nov 23;Frauen;Deutsche;3000000;Niedersachsen;Ohne Berufsabschluss;140.870
Nov 23;Frauen;Deutsche;3000000;Niedersachsen;Anerkannter Berufsabschluss;913.500
Nov 23;Frauen;Deutsche;3000000;Niedersachsen;Akademischer Berufsabschluss;200.710
Nov 23;Frauen;Deutsche;4000000;Bremen;Ohne Berufsabschluss;15.440
Nov 23;Frauen;Deutsche;4000000;Bremen;Anerkannter Berufsabschluss;82.910
Nov 23;Frauen;Deutsche;4000000;Bremen;Akademischer Berufsabschluss;28.940
Nov 23;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;365.400
Nov 23;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;1.865.890
Nov 23;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;552.770
Nov 23;Frauen;Deutsche;6000000;Hessen;Ohne Berufsabschluss;113.240
Nov 23;Frauen;Deutsche;6000000;Hessen;Anerkannter Berufsabschluss;641.020
Nov 23;Frauen;Deutsche;6000000;Hessen;Akademischer Berufsabschluss;244.790
Nov 23;Frauen;Deutsche;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;73.160
Nov 23;Frauen;Deutsche;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;424.690
Nov 23;Frauen;Deutsche;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;92.350
Nov 23;Frauen;Deutsche;8000000;Baden-Württemberg;Ohne Berufsabschluss;210.120
Nov 23;Frauen;Deutsche;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;1.218.730
Nov 23;Frauen;Deutsche;8000000;Baden-Württemberg;Akademischer Berufsabschluss;385.840
Nov 23;Frauen;Deutsche;9000000;Bayern;Ohne Berufsabschluss;216.550
Nov 23;Frauen;Deutsche;9000000;Bayern;Anerkannter Berufsabschluss;1.550.680
Nov 23;Frauen;Deutsche;9000000;Bayern;Akademischer Berufsabschluss;458.520
Nov 23;Frauen;Deutsche;10000000;Saarland;Ohne Berufsabschluss;18.870
Nov 23;Frauen;Deutsche;10000000;Saarland;Anerkannter Berufsabschluss;111.750
Nov 23;Frauen;Deutsche;10000000;Saarland;Akademischer Berufsabschluss;22.950
Nov 23;Frauen;Deutsche;11000000;Berlin;Ohne Berufsabschluss;64.720
Nov 23;Frauen;Deutsche;11000000;Berlin;Anerkannter Berufsabschluss;343.650
Nov 23;Frauen;Deutsche;11000000;Berlin;Akademischer Berufsabschluss;225.770
Nov 23;Frauen;Deutsche;12000000;Brandenburg;Ohne Berufsabschluss;28.930
Nov 23;Frauen;Deutsche;12000000;Brandenburg;Anerkannter Berufsabschluss;274.660
Nov 23;Frauen;Deutsche;12000000;Brandenburg;Akademischer Berufsabschluss;62.080
Nov 23;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;21.390
Nov 23;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;199.160
Nov 23;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;41.790
Nov 23;Frauen;Deutsche;14000000;Sachsen;Ohne Berufsabschluss;49.820
Nov 23;Frauen;Deutsche;14000000;Sachsen;Anerkannter Berufsabschluss;517.240
Nov 23;Frauen;Deutsche;14000000;Sachsen;Akademischer Berufsabschluss;147.040
Nov 23;Frauen;Deutsche;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;24.890
Nov 23;Frauen;Deutsche;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;275.810
Nov 23;Frauen;Deutsche;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;54.140
Nov 23;Frauen;Deutsche;16000000;Thüringen;Ohne Berufsabschluss;22.940
Nov 23;Frauen;Deutsche;16000000;Thüringen;Anerkannter Berufsabschluss;266.380
Nov 23;Frauen;Deutsche;16000000;Thüringen;Akademischer Berufsabschluss;56.410
Okt 23;Frauen;Ausländer;1000000;Schleswig-Holstein;Ohne Berufsabschluss;10.080
Okt 23;Frauen;Ausländer;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;11.920
Okt 23;Frauen;Ausländer;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;6.930
Okt 23;Frauen;Ausländer;2000000;Hamburg;Ohne Berufsabschluss;14.590
Okt 23;Frauen;Ausländer;2000000;Hamburg;Anerkannter Berufsabschluss;18.340
Okt 23;Frauen;Ausländer;2000000;Hamburg;Akademischer Berufsabschluss;19.700
Okt 23;Frauen;Ausländer;3000000;Niedersachsen;Ohne Berufsabschluss;35.120
Okt 23;Frauen;Ausländer;3000000;Niedersachsen;Anerkannter Berufsabschluss;41.590
Okt 23;Frauen;Ausländer;3000000;Niedersachsen;Akademischer Berufsabschluss;23.350
Okt 23;Frauen;Ausländer;4000000;Bremen;Ohne Berufsabschluss;4.820
Okt 23;Frauen;Ausländer;4000000;Bremen;Anerkannter Berufsabschluss;5.350
Okt 23;Frauen;Ausländer;4000000;Bremen;Akademischer Berufsabschluss;4.050
Okt 23;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;108.940
Okt 23;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;126.410
Okt 23;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;75.910
Okt 23;Frauen;Ausländer;6000000;Hessen;Ohne Berufsabschluss;46.690
Okt 23;Frauen;Ausländer;6000000;Hessen;Anerkannter Berufsabschluss;64.710
Okt 23;Frauen;Ausländer;6000000;Hessen;Akademischer Berufsabschluss;49.370
Okt 23;Frauen;Ausländer;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;21.330
Okt 23;Frauen;Ausländer;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;27.430
Okt 23;Frauen;Ausländer;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;13.460
Okt 23;Frauen;Ausländer;8000000;Baden-Württemberg;Ohne Berufsabschluss;97.330
Okt 23;Frauen;Ausländer;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;141.410
Okt 23;Frauen;Ausländer;8000000;Baden-Württemberg;Akademischer Berufsabschluss;71.390
Okt 23;Frauen;Ausländer;9000000;Bayern;Ohne Berufsabschluss;94.890
Okt 23;Frauen;Ausländer;9000000;Bayern;Anerkannter Berufsabschluss;151.600
Okt 23;Frauen;Ausländer;9000000;Bayern;Akademischer Berufsabschluss;103.840
Okt 23;Frauen;Ausländer;10000000;Saarland;Ohne Berufsabschluss;5.510
Okt 23;Frauen;Ausländer;10000000;Saarland;Anerkannter Berufsabschluss;7.770
Okt 23;Frauen;Ausländer;10000000;Saarland;Akademischer Berufsabschluss;3.530
Okt 23;Frauen;Ausländer;11000000;Berlin;Ohne Berufsabschluss;22.060
Okt 23;Frauen;Ausländer;11000000;Berlin;Anerkannter Berufsabschluss;28.360
Okt 23;Frauen;Ausländer;11000000;Berlin;Akademischer Berufsabschluss;58.760
Okt 23;Frauen;Ausländer;12000000;Brandenburg;Ohne Berufsabschluss;5.940
Okt 23;Frauen;Ausländer;12000000;Brandenburg;Anerkannter Berufsabschluss;9.470
Okt 23;Frauen;Ausländer;12000000;Brandenburg;Akademischer Berufsabschluss;8.600
Okt 23;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;2.580
Okt 23;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;4.210
Okt 23;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;3.610
Okt 23;Frauen;Ausländer;14000000;Sachsen;Ohne Berufsabschluss;7.950
Okt 23;Frauen;Ausländer;14000000;Sachsen;Anerkannter Berufsabschluss;14.880
Okt 23;Frauen;Ausländer;14000000;Sachsen;Akademischer Berufsabschluss;14.660
Okt 23;Frauen;Ausländer;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;3.920
Okt 23;Frauen;Ausländer;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;4.910
Okt 23;Frauen;Ausländer;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;4.560
Okt 23;Frauen;Ausländer;16000000;Thüringen;Ohne Berufsabschluss;5.950
Okt 23;Frauen;Ausländer;16000000;Thüringen;Anerkannter Berufsabschluss;7.310
Okt 23;Frauen;Ausländer;16000000;Thüringen;Akademischer Berufsabschluss;5.480
Okt 23;Frauen;Deutsche;1000000;Schleswig-Holstein;Ohne Berufsabschluss;50.040
Okt 23;Frauen;Deutsche;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;323.550
Okt 23;Frauen;Deutsche;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;68.480
Okt 23;Frauen;Deutsche;2000000;Hamburg;Ohne Berufsabschluss;42.100
Okt 23;Frauen;Deutsche;2000000;Hamburg;Anerkannter Berufsabschluss;229.020
Okt 23;Frauen;Deutsche;2000000;Hamburg;Akademischer Berufsabschluss;128.160
Okt 23;Frauen;Deutsche;3000000;Niedersachsen;Ohne Berufsabschluss;141.020
Okt 23;Frauen;Deutsche;3000000;Niedersachsen;Anerkannter Berufsabschluss;913.790
Okt 23;Frauen;Deutsche;3000000;Niedersachsen;Akademischer Berufsabschluss;199.510
Okt 23;Frauen;Deutsche;4000000;Bremen;Ohne Berufsabschluss;15.410
Okt 23;Frauen;Deutsche;4000000;Bremen;Anerkannter Berufsabschluss;82.700
Okt 23;Frauen;Deutsche;4000000;Bremen;Akademischer Berufsabschluss;28.620
Okt 23;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;366.140
Okt 23;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;1.865.540
Okt 23;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;549.060
Okt 23;Frauen;Deutsche;6000000;Hessen;Ohne Berufsabschluss;113.130
Okt 23;Frauen;Deutsche;6000000;Hessen;Anerkannter Berufsabschluss;641.000
Okt 23;Frauen;Deutsche;6000000;Hessen;Akademischer Berufsabschluss;243.490
Okt 23;Frauen;Deutsche;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;73.310
Okt 23;Frauen;Deutsche;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;425.040
Okt 23;Frauen;Deutsche;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;91.770
Okt 23;Frauen;Deutsche;8000000;Baden-Württemberg;Ohne Berufsabschluss;210.220
Okt 23;Frauen;Deutsche;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;1.219.130
Okt 23;Frauen;Deutsche;8000000;Baden-Württemberg;Akademischer Berufsabschluss;383.300
Okt 23;Frauen;Deutsche;9000000;Bayern;Ohne Berufsabschluss;217.050
Okt 23;Frauen;Deutsche;9000000;Bayern;Anerkannter Berufsabschluss;1.552.350
Okt 23;Frauen;Deutsche;9000000;Bayern;Akademischer Berufsabschluss;456.050
Okt 23;Frauen;Deutsche;10000000;Saarland;Ohne Berufsabschluss;18.910
Okt 23;Frauen;Deutsche;10000000;Saarland;Anerkannter Berufsabschluss;111.680
Okt 23;Frauen;Deutsche;10000000;Saarland;Akademischer Berufsabschluss;22.830
Okt 23;Frauen;Deutsche;11000000;Berlin;Ohne Berufsabschluss;64.390
Okt 23;Frauen;Deutsche;11000000;Berlin;Anerkannter Berufsabschluss;343.490
Okt 23;Frauen;Deutsche;11000000;Berlin;Akademischer Berufsabschluss;224.390
Okt 23;Frauen;Deutsche;12000000;Brandenburg;Ohne Berufsabschluss;28.900
Okt 23;Frauen;Deutsche;12000000;Brandenburg;Anerkannter Berufsabschluss;275.020
Okt 23;Frauen;Deutsche;12000000;Brandenburg;Akademischer Berufsabschluss;61.810
Okt 23;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;21.510
Okt 23;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;200.250
Okt 23;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;41.660
Okt 23;Frauen;Deutsche;14000000;Sachsen;Ohne Berufsabschluss;49.760
Okt 23;Frauen;Deutsche;14000000;Sachsen;Anerkannter Berufsabschluss;517.920
Okt 23;Frauen;Deutsche;14000000;Sachsen;Akademischer Berufsabschluss;146.410
Okt 23;Frauen;Deutsche;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;24.880
Okt 23;Frauen;Deutsche;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;275.970
Okt 23;Frauen;Deutsche;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;53.710
Okt 23;Frauen;Deutsche;16000000;Thüringen;Ohne Berufsabschluss;23.000
Okt 23;Frauen;Deutsche;16000000;Thüringen;Anerkannter Berufsabschluss;266.960
Okt 23;Frauen;Deutsche;16000000;Thüringen;Akademischer Berufsabschluss;56.170
Sep 23;Frauen;Ausländer;1000000;Schleswig-Holstein;Ohne Berufsabschluss;9.910
Sep 23;Frauen;Ausländer;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;11.870
Sep 23;Frauen;Ausländer;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;6.880
Sep 23;Frauen;Ausländer;2000000;Hamburg;Ohne Berufsabschluss;14.420
Sep 23;Frauen;Ausländer;2000000;Hamburg;Anerkannter Berufsabschluss;18.210
