Stichtag;Geschlecht;Staatsangehörigkeit;Bundesland Schlüssel;Bundesland;Berufsabschluss;Sozialversicherungspflichtig Beschäftigte (SvB)
Jul 24;Frauen;Ausländer;10000000;Saarland;Akademischer Berufsabschluss;3.750
Jul 24;Frauen;Ausländer;11000000;Berlin;Ohne Berufsabschluss;22.720
Jul 24;Frauen;Ausländer;11000000;Berlin;Anerkannter Berufsabschluss;29.020
Jul 24;Frauen;Ausländer;11000000;Berlin;Akademischer Berufsabschluss;60.970
Jul 24;Frauen;Ausländer;12000000;Brandenburg;Ohne Berufsabschluss;6.320
Jul 24;Frauen;Ausländer;12000000;Brandenburg;Anerkannter Berufsabschluss;10.130
Jul 24;Frauen;Ausländer;12000000;Brandenburg;Akademischer Berufsabschluss;9.230
Jul 24;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;2.690
Jul 24;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;4.660
Jul 24;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;3.900
Jul 24;Frauen;Ausländer;14000000;Sachsen;Ohne Berufsabschluss;8.330
Jul 24;Frauen;Ausländer;14000000;Sachsen;Anerkannter Berufsabschluss;15.700
Jul 24;Frauen;Ausländer;14000000;Sachsen;Akademischer Berufsabschluss;16.000
Jul 24;Frauen;Ausländer;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;4.200
Jul 24;Frauen;Ausländer;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;5.300
Jul 24;Frauen;Ausländer;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;4.960
Jul 24;Frauen;Ausländer;16000000;Thüringen;Ohne Berufsabschluss;5.890
Jul 24;Frauen;Ausländer;16000000;Thüringen;Anerkannter Berufsabschluss;7.590
Jul 24;Frauen;Ausländer;16000000;Thüringen;Akademischer Berufsabschluss;5.890
Jul 24;Frauen;Deutsche;1000000;Schleswig-Holstein;Ohne Berufsabschluss;46.410
Jul 24;Frauen;Deutsche;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;321.010
Jul 24;Frauen;Deutsche;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;70.700
Jul 24;Frauen;Deutsche;2000000;Hamburg;Ohne Berufsabschluss;39.470
Jul 24;Frauen;Deutsche;2000000;Hamburg;Anerkannter Berufsabschluss;224.330
Jul 24;Frauen;Deutsche;2000000;Hamburg;Akademischer Berufsabschluss;130.120
Jul 24;Frauen;Deutsche;3000000;Niedersachsen;Ohne Berufsabschluss;129.500
Jul 24;Frauen;Deutsche;3000000;Niedersachsen;Anerkannter Berufsabschluss;905.180
Jul 24;Frauen;Deutsche;3000000;Niedersachsen;Akademischer Berufsabschluss;202.680
Jul 24;Frauen;Deutsche;4000000;Bremen;Ohne Berufsabschluss;14.230
Jul 24;Frauen;Deutsche;4000000;Bremen;Anerkannter Berufsabschluss;81.570
Jul 24;Frauen;Deutsche;4000000;Bremen;Akademischer Berufsabschluss;29.150
Jul 24;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;338.660
Jul 24;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;1.847.460
Jul 24;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;560.980
Jul 24;Frauen;Deutsche;6000000;Hessen;Ohne Berufsabschluss;105.850
Jul 24;Frauen;Deutsche;6000000;Hessen;Anerkannter Berufsabschluss;632.390
Jul 24;Frauen;Deutsche;6000000;Hessen;Akademischer Berufsabschluss;248.430
Jul 24;Frauen;Deutsche;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;66.900
Jul 24;Frauen;Deutsche;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;419.520
Jul 24;Frauen;Deutsche;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;94.140
Jul 24;Frauen;Deutsche;8000000;Baden-Württemberg;Ohne Berufsabschluss;191.540
Jul 24;Frauen;Deutsche;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;1.202.550
Jul 24;Frauen;Deutsche;8000000;Baden-Württemberg;Akademischer Berufsabschluss;392.550
Jul 24;Frauen;Deutsche;9000000;Bayern;Ohne Berufsabschluss;198.350
Jul 24;Frauen;Deutsche;9000000;Bayern;Anerkannter Berufsabschluss;1.534.320
Jul 24;Frauen;Deutsche;9000000;Bayern;Akademischer Berufsabschluss;466.520
Jul 24;Frauen;Deutsche;10000000;Saarland;Ohne Berufsabschluss;17.230
Jul 24;Frauen;Deutsche;10000000;Saarland;Anerkannter Berufsabschluss;109.960
Jul 24;Frauen;Deutsche;10000000;Saarland;Akademischer Berufsabschluss;23.210
Jul 24;Frauen;Deutsche;11000000;Berlin;Ohne Berufsabschluss;61.680
Jul 24;Frauen;Deutsche;11000000;Berlin;Anerkannter Berufsabschluss;335.960
Jul 24;Frauen;Deutsche;11000000;Berlin;Akademischer Berufsabschluss;225.820
Jul 24;Frauen;Deutsche;12000000;Brandenburg;Ohne Berufsabschluss;26.850
Jul 24;Frauen;Deutsche;12000000;Brandenburg;Anerkannter Berufsabschluss;271.210
Jul 24;Frauen;Deutsche;12000000;Brandenburg;Akademischer Berufsabschluss;62.600
Jul 24;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;19.550
Jul 24;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;196.790
Jul 24;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;41.800
Jul 24;Frauen;Deutsche;14000000;Sachsen;Ohne Berufsabschluss;45.170
Jul 24;Frauen;Deutsche;14000000;Sachsen;Anerkannter Berufsabschluss;508.830
Jul 24;Frauen;Deutsche;14000000;Sachsen;Akademischer Berufsabschluss;147.050
Jul 24;Frauen;Deutsche;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;22.760
Jul 24;Frauen;Deutsche;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;270.140
Jul 24;Frauen;Deutsche;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;53.660
Jul 24;Frauen;Deutsche;16000000;Thüringen;Ohne Berufsabschluss;20.840
Jul 24;Frauen;Deutsche;16000000;Thüringen;Anerkannter Berufsabschluss;261.870
Jul 24;Frauen;Deutsche;16000000;Thüringen;Akademischer Berufsabschluss;56.490
Jun 24;Frauen;Ausländer;1000000;Schleswig-Holstein;Ohne Berufsabschluss;10.480
Jun 24;Frauen;Ausländer;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;12.560
Jun 24;Frauen;Ausländer;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;7.500
Jun 24;Frauen;Ausländer;2000000;Hamburg;Ohne Berufsabschluss;14.620
Jun 24;Frauen;Ausländer;2000000;Hamburg;Anerkannter Berufsabschluss;18.970
Jun 24;Frauen;Ausländer;2000000;Hamburg;Akademischer Berufsabschluss;20.930
Jun 24;Frauen;Ausländer;3000000;Niedersachsen;Ohne Berufsabschluss;36.080
Jun 24;Frauen;Ausländer;3000000;Niedersachsen;Anerkannter Berufsabschluss;42.920
Jun 24;Frauen;Ausländer;3000000;Niedersachsen;Akademischer Berufsabschluss;25.180
Jun 24;Frauen;Ausländer;4000000;Bremen;Ohne Berufsabschluss;4.830
Jun 24;Frauen;Ausländer;4000000;Bremen;Anerkannter Berufsabschluss;5.510
Jun 24;Frauen;Ausländer;4000000;Bremen;Akademischer Berufsabschluss;4.330
Jun 24;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;110.400
Jun 24;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;130.340
Jun 24;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;81.170
Jun 24;Frauen;Ausländer;6000000;Hessen;Ohne Berufsabschluss;46.930
Jun 24;Frauen;Ausländer;6000000;Hessen;Anerkannter Berufsabschluss;65.970
Jun 24;Frauen;Ausländer;6000000;Hessen;Akademischer Berufsabschluss;52.510
Jun 24;Frauen;Ausländer;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;21.680
Jun 24;Frauen;Ausländer;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;28.330
Jun 24;Frauen;Ausländer;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;14.530
Jun 24;Frauen;Ausländer;8000000;Baden-Württemberg;Ohne Berufsabschluss;97.200
Jun 24;Frauen;Ausländer;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;144.500
Jun 24;Frauen;Ausländer;8000000;Baden-Württemberg;Akademischer Berufsabschluss;76.000
Jun 24;Frauen;Ausländer;9000000;Bayern;Ohne Berufsabschluss;95.000
Jun 24;Frauen;Ausländer;9000000;Bayern;Anerkannter Berufsabschluss;155.260
Jun 24;Frauen;Ausländer;9000000;Bayern;Akademischer Berufsabschluss;110.480
Jun 24;Frauen;Ausländer;10000000;Saarland;Ohne Berufsabschluss;5.540
Jun 24;Frauen;Ausländer;10000000;Saarland;Anerkannter Berufsabschluss;7.860
Jun 24;Frauen;Ausländer;10000000;Saarland;Akademischer Berufsabschluss;3.730
Jun 24;Frauen;Ausländer;11000000;Berlin;Ohne Berufsabschluss;22.760
Jun 24;Frauen;Ausländer;11000000;Berlin;Anerkannter Berufsabschluss;29.100
Jun 24;Frauen;Ausländer;11000000;Berlin;Akademischer Berufsabschluss;61.050
Jun 24;Frauen;Ausländer;12000000;Brandenburg;Ohne Berufsabschluss;6.250
Jun 24;Frauen;Ausländer;12000000;Brandenburg;Anerkannter Berufsabschluss;10.040
Jun 24;Frauen;Ausländer;12000000;Brandenburg;Akademischer Berufsabschluss;9.240
Jun 24;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;2.700
Jun 24;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;4.680
Jun 24;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;3.960
Jun 24;Frauen;Ausländer;14000000;Sachsen;Ohne Berufsabschluss;8.280
Jun 24;Frauen;Ausländer;14000000;Sachsen;Anerkannter Berufsabschluss;15.640
Jun 24;Frauen;Ausländer;14000000;Sachsen;Akademischer Berufsabschluss;16.040
Jun 24;Frauen;Ausländer;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;4.210
Jun 24;Frauen;Ausländer;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;5.240
Jun 24;Frauen;Ausländer;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;4.910
Jun 24;Frauen;Ausländer;16000000;Thüringen;Ohne Berufsabschluss;5.830
Jun 24;Frauen;Ausländer;16000000;Thüringen;Anerkannter Berufsabschluss;7.590
Jun 24;Frauen;Ausländer;16000000;Thüringen;Akademischer Berufsabschluss;5.890
Jun 24;Frauen;Deutsche;1000000;Schleswig-Holstein;Ohne Berufsabschluss;46.900
Jun 24;Frauen;Deutsche;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;322.170
Jun 24;Frauen;Deutsche;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;70.780
Jun 24;Frauen;Deutsche;2000000;Hamburg;Ohne Berufsabschluss;40.140
Jun 24;Frauen;Deutsche;2000000;Hamburg;Anerkannter Berufsabschluss;225.530
Jun 24;Frauen;Deutsche;2000000;Hamburg;Akademischer Berufsabschluss;131.400
Jun 24;Frauen;Deutsche;3000000;Niedersachsen;Ohne Berufsabschluss;130.350
Jun 24;Frauen;Deutsche;3000000;Niedersachsen;Anerkannter Berufsabschluss;908.650
Jun 24;Frauen;Deutsche;3000000;Niedersachsen;Akademischer Berufsabschluss;203.190
Jun 24;Frauen;Deutsche;4000000;Bremen;Ohne Berufsabschluss;14.330
Jun 24;Frauen;Deutsche;4000000;Bremen;Anerkannter Berufsabschluss;81.930
Jun 24;Frauen;Deutsche;4000000;Bremen;Akademischer Berufsabschluss;29.280
Jun 24;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;341.690
Jun 24;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;1.854.720
Jun 24;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;562.660
Jun 24;Frauen;Deutsche;6000000;Hessen;Ohne Berufsabschluss;106.780
Jun 24;Frauen;Deutsche;6000000;Hessen;Anerkannter Berufsabschluss;635.590
Jun 24;Frauen;Deutsche;6000000;Hessen;Akademischer Berufsabschluss;249.330
Jun 24;Frauen;Deutsche;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;67.850
Jun 24;Frauen;Deutsche;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;421.530
Jun 24;Frauen;Deutsche;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;94.510
Jun 24;Frauen;Deutsche;8000000;Baden-Württemberg;Ohne Berufsabschluss;192.990
Jun 24;Frauen;Deutsche;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;1.208.650
Jun 24;Frauen;Deutsche;8000000;Baden-Württemberg;Akademischer Berufsabschluss;393.420
Jun 24;Frauen;Deutsche;9000000;Bayern;Ohne Berufsabschluss;200.420
Jun 24;Frauen;Deutsche;9000000;Bayern;Anerkannter Berufsabschluss;1.541.410
Jun 24;Frauen;Deutsche;9000000;Bayern;Akademischer Berufsabschluss;467.870
Jun 24;Frauen;Deutsche;10000000;Saarland;Ohne Berufsabschluss;17.340
Jun 24;Frauen;Deutsche;10000000;Saarland;Anerkannter Berufsabschluss;110.610
Jun 24;Frauen;Deutsche;10000000;Saarland;Akademischer Berufsabschluss;23.290
Jun 24;Frauen;Deutsche;11000000;Berlin;Ohne Berufsabschluss;62.330
Jun 24;Frauen;Deutsche;11000000;Berlin;Anerkannter Berufsabschluss;338.190
Jun 24;Frauen;Deutsche;11000000;Berlin;Akademischer Berufsabschluss;227.060
Jun 24;Frauen;Deutsche;12000000;Brandenburg;Ohne Berufsabschluss;27.050
Jun 24;Frauen;Deutsche;12000000;Brandenburg;Anerkannter Berufsabschluss;271.880
Jun 24;Frauen;Deutsche;12000000;Brandenburg;Akademischer Berufsabschluss;62.910
Jun 24;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;19.790
Jun 24;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;198.130
Jun 24;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;42.100
Jun 24;Frauen;Deutsche;14000000;Sachsen;Ohne Berufsabschluss;45.420
Jun 24;Frauen;Deutsche;14000000;Sachsen;Anerkannter Berufsabschluss;510.210
Jun 24;Frauen;Deutsche;14000000;Sachsen;Akademischer Berufsabschluss;147.430
Jun 24;Frauen;Deutsche;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;22.900
Jun 24;Frauen;Deutsche;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;271.020
Jun 24;Frauen;Deutsche;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;53.790
Jun 24;Frauen;Deutsche;16000000;Thüringen;Ohne Berufsabschluss;20.980
Jun 24;Frauen;Deutsche;16000000;Thüringen;Anerkannter Berufsabschluss;263.010
Jun 24;Frauen;Deutsche;16000000;Thüringen;Akademischer Berufsabschluss;56.690
Mai 24;Frauen;Ausländer;1000000;Schleswig-Holstein;Ohne Berufsabschluss;10.350
Mai 24;Frauen;Ausländer;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;12.470
Mai 24;Frauen;Ausländer;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;7.410
Mai 24;Frauen;Ausländer;2000000;Hamburg;Ohne Berufsabschluss;14.600
Mai 24;Frauen;Ausländer;2000000;Hamburg;Anerkannter Berufsabschluss;18.930
Mai 24;Frauen;Ausländer;2000000;Hamburg;Akademischer Berufsabschluss;20.750
Mai 24;Frauen;Ausländer;3000000;Niedersachsen;Ohne Berufsabschluss;35.990
Mai 24;Frauen;Ausländer;3000000;Niedersachsen;Anerkannter Berufsabschluss;42.910
Mai 24;Frauen;Ausländer;3000000;Niedersachsen;Akademischer Berufsabschluss;25.020
Mai 24;Frauen;Ausländer;4000000;Bremen;Ohne Berufsabschluss;4.860
Mai 24;Frauen;Ausländer;4000000;Bremen;Anerkannter Berufsabschluss;5.520
Mai 24;Frauen;Ausländer;4000000;Bremen;Akademischer Berufsabschluss;4.290
Mai 24;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;110.140
Mai 24;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;130.110
Mai 24;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;80.470
Mai 24;Frauen;Ausländer;6000000;Hessen;Ohne Berufsabschluss;46.890
Mai 24;Frauen;Ausländer;6000000;Hessen;Anerkannter Berufsabschluss;65.930
Mai 24;Frauen;Ausländer;6000000;Hessen;Akademischer Berufsabschluss;52.100
Mai 24;Frauen;Ausländer;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;21.610
Mai 24;Frauen;Ausländer;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;28.220
Mai 24;Frauen;Ausländer;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;14.390
Mai 24;Frauen;Ausländer;8000000;Baden-Württemberg;Ohne Berufsabschluss;97.160
Mai 24;Frauen;Ausländer;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;144.250
Mai 24;Frauen;Ausländer;8000000;Baden-Württemberg;Akademischer Berufsabschluss;75.330
Mai 24;Frauen;Ausländer;9000000;Bayern;Ohne Berufsabschluss;94.680
Mai 24;Frauen;Ausländer;9000000;Bayern;Anerkannter Berufsabschluss;155.100
Mai 24;Frauen;Ausländer;9000000;Bayern;Akademischer Berufsabschluss;109.370
Mai 24;Frauen;Ausländer;10000000;Saarland;Ohne Berufsabschluss;5.540
Mai 24;Frauen;Ausländer;10000000;Saarland;Anerkannter Berufsabschluss;7.880
Mai 24;Frauen;Ausländer;10000000;Saarland;Akademischer Berufsabschluss;3.710
Mai 24;Frauen;Ausländer;11000000;Berlin;Ohne Berufsabschluss;22.590
Mai 24;Frauen;Ausländer;11000000;Berlin;Anerkannter Berufsabschluss;29.100
Mai 24;Frauen;Ausländer;11000000;Berlin;Akademischer Berufsabschluss;60.650
Mai 24;Frauen;Ausländer;12000000;Brandenburg;Ohne Berufsabschluss;6.220
Mai 24;Frauen;Ausländer;12000000;Brandenburg;Anerkannter Berufsabschluss;10.020
Mai 24;Frauen;Ausländer;12000000;Brandenburg;Akademischer Berufsabschluss;9.190
Mai 24;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;2.650
Mai 24;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;4.610
Mai 24;Frauen;Ausländer;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;3.920
Mai 24;Frauen;Ausländer;14000000;Sachsen;Ohne Berufsabschluss;8.300
Mai 24;Frauen;Ausländer;14000000;Sachsen;Anerkannter Berufsabschluss;15.570
Mai 24;Frauen;Ausländer;14000000;Sachsen;Akademischer Berufsabschluss;15.940
Mai 24;Frauen;Ausländer;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;4.220
Mai 24;Frauen;Ausländer;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;5.220
Mai 24;Frauen;Ausländer;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;4.850
Mai 24;Frauen;Ausländer;16000000;Thüringen;Ohne Berufsabschluss;5.780
Mai 24;Frauen;Ausländer;16000000;Thüringen;Anerkannter Berufsabschluss;7.560
Mai 24;Frauen;Ausländer;16000000;Thüringen;Akademischer Berufsabschluss;5.810
Mai 24;Frauen;Deutsche;1000000;Schleswig-Holstein;Ohne Berufsabschluss;47.150
Mai 24;Frauen;Deutsche;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;322.660
Mai 24;Frauen;Deutsche;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;70.520
Mai 24;Frauen;Deutsche;2000000;Hamburg;Ohne Berufsabschluss;40.360
Mai 24;Frauen;Deutsche;2000000;Hamburg;Anerkannter Berufsabschluss;226.030
Mai 24;Frauen;Deutsche;2000000;Hamburg;Akademischer Berufsabschluss;131.050
Mai 24;Frauen;Deutsche;3000000;Niedersachsen;Ohne Berufsabschluss;131.710
Mai 24;Frauen;Deutsche;3000000;Niedersachsen;Anerkannter Berufsabschluss;911.620
Mai 24;Frauen;Deutsche;3000000;Niedersachsen;Akademischer Berufsabschluss;204.200
Mai 24;Frauen;Deutsche;4000000;Bremen;Ohne Berufsabschluss;14.480
Mai 24;Frauen;Deutsche;4000000;Bremen;Anerkannter Berufsabschluss;82.240
Mai 24;Frauen;Deutsche;4000000;Bremen;Akademischer Berufsabschluss;29.180
Mai 24;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;344.520
Mai 24;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;1.859.370
Mai 24;Frauen;Deutsche;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;561.400
Mai 24;Frauen;Deutsche;6000000;Hessen;Ohne Berufsabschluss;107.570
Mai 24;Frauen;Deutsche;6000000;Hessen;Anerkannter Berufsabschluss;637.300
Mai 24;Frauen;Deutsche;6000000;Hessen;Akademischer Berufsabschluss;248.720
Mai 24;Frauen;Deutsche;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;68.410
Mai 24;Frauen;Deutsche;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;422.590
Mai 24;Frauen;Deutsche;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;94.220
Mai 24;Frauen;Deutsche;8000000;Baden-Württemberg;Ohne Berufsabschluss;194.670
Mai 24;Frauen;Deutsche;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;1.211.250
Mai 24;Frauen;Deutsche;8000000;Baden-Württemberg;Akademischer Berufsabschluss;392.190
Mai 24;Frauen;Deutsche;9000000;Bayern;Ohne Berufsabschluss;201.730
Mai 24;Frauen;Deutsche;9000000;Bayern;Anerkannter Berufsabschluss;1.544.780
Mai 24;Frauen;Deutsche;9000000;Bayern;Akademischer Berufsabschluss;466.130
Mai 24;Frauen;Deutsche;10000000;Saarland;Ohne Berufsabschluss;17.510
Mai 24;Frauen;Deutsche;10000000;Saarland;Anerkannter Berufsabschluss;111.060
Mai 24;Frauen;Deutsche;10000000;Saarland;Akademischer Berufsabschluss;23.240
Mai 24;Frauen;Deutsche;11000000;Berlin;Ohne Berufsabschluss;62.720
Mai 24;Frauen;Deutsche;11000000;Berlin;Anerkannter Berufsabschluss;339.140
Mai 24;Frauen;Deutsche;11000000;Berlin;Akademischer Berufsabschluss;226.830
Mai 24;Frauen;Deutsche;12000000;Brandenburg;Ohne Berufsabschluss;27.270
Mai 24;Frauen;Deutsche;12000000;Brandenburg;Anerkannter Berufsabschluss;272.810
Mai 24;Frauen;Deutsche;12000000;Brandenburg;Akademischer Berufsabschluss;62.890
Mai 24;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Ohne Berufsabschluss;19.860
Mai 24;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Anerkannter Berufsabschluss;198.270
Mai 24;Frauen;Deutsche;13000000;Mecklenburg-Vorpommern;Akademischer Berufsabschluss;41.970
Mai 24;Frauen;Deutsche;14000000;Sachsen;Ohne Berufsabschluss;45.780
Mai 24;Frauen;Deutsche;14000000;Sachsen;Anerkannter Berufsabschluss;511.700
Mai 24;Frauen;Deutsche;14000000;Sachsen;Akademischer Berufsabschluss;147.460
Mai 24;Frauen;Deutsche;15000000;Sachsen-Anhalt;Ohne Berufsabschluss;23.170
Mai 24;Frauen;Deutsche;15000000;Sachsen-Anhalt;Anerkannter Berufsabschluss;272.160
Mai 24;Frauen;Deutsche;15000000;Sachsen-Anhalt;Akademischer Berufsabschluss;53.930
Mai 24;Frauen;Deutsche;16000000;Thüringen;Ohne Berufsabschluss;21.200
Mai 24;Frauen;Deutsche;16000000;Thüringen;Anerkannter Berufsabschluss;264.010
Mai 24;Frauen;Deutsche;16000000;Thüringen;Akademischer Berufsabschluss;56.870
Apr 24;Frauen;Ausländer;1000000;Schleswig-Holstein;Ohne Berufsabschluss;10.280
Apr 24;Frauen;Ausländer;1000000;Schleswig-Holstein;Anerkannter Berufsabschluss;12.350
Apr 24;Frauen;Ausländer;1000000;Schleswig-Holstein;Akademischer Berufsabschluss;7.300
Apr 24;Frauen;Ausländer;2000000;Hamburg;Ohne Berufsabschluss;14.580
Apr 24;Frauen;Ausländer;2000000;Hamburg;Anerkannter Berufsabschluss;18.840
Apr 24;Frauen;Ausländer;2000000;Hamburg;Akademischer Berufsabschluss;20.530
Apr 24;Frauen;Ausländer;3000000;Niedersachsen;Ohne Berufsabschluss;35.660
Apr 24;Frauen;Ausländer;3000000;Niedersachsen;Anerkannter Berufsabschluss;42.630
Apr 24;Frauen;Ausländer;3000000;Niedersachsen;Akademischer Berufsabschluss;24.710
Apr 24;Frauen;Ausländer;4000000;Bremen;Ohne Berufsabschluss;4.840
Apr 24;Frauen;Ausländer;4000000;Bremen;Anerkannter Berufsabschluss;5.500
Apr 24;Frauen;Ausländer;4000000;Bremen;Akademischer Berufsabschluss;4.250
Apr 24;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Ohne Berufsabschluss;109.650
Apr 24;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Anerkannter Berufsabschluss;129.390
Apr 24;Frauen;Ausländer;5000000;Nordrhein-Westfalen;Akademischer Berufsabschluss;79.570
Apr 24;Frauen;Ausländer;6000000;Hessen;Ohne Berufsabschluss;46.640
Apr 24;Frauen;Ausländer;6000000;Hessen;Anerkannter Berufsabschluss;65.600
Apr 24;Frauen;Ausländer;6000000;Hessen;Akademischer Berufsabschluss;51.550
Apr 24;Frauen;Ausländer;7000000;Rheinland-Pfalz;Ohne Berufsabschluss;21.380
Apr 24;Frauen;Ausländer;7000000;Rheinland-Pfalz;Anerkannter Berufsabschluss;28.060
Apr 24;Frauen;Ausländer;7000000;Rheinland-Pfalz;Akademischer Berufsabschluss;14.190
Apr 24;Frauen;Ausländer;8000000;Baden-Württemberg;Ohne Berufsabschluss;97.140
Apr 24;Frauen;Ausländer;8000000;Baden-Württemberg;Anerkannter Berufsabschluss;143.690
Apr 24;Frauen;Ausländer;8000000;Baden-Württemberg;Akademischer Berufsabschluss;74.620
Apr 24;Frauen;Ausländer;9000000;Bayern;Ohne Berufsabschluss;94.440
Apr 24;Frauen;Ausländer;9000000;Bayern;Anerkannter Berufsabschluss;154.610
Apr 24;Frauen;Ausländer;9000000;Bayern;Akademischer Berufsabschluss;108.340
Apr 24;Frauen;Ausländer;10000000;Saarland;Ohne Berufsabschluss;5.550
Apr 24;Frauen;Ausländer;10000000;Saarland;Anerkannter Berufsabschluss;7.850
Apr 24;Frauen;Ausländer;10000000;Saarland;Akademischer Berufsabschluss;3.670
Apr 24;Frauen;Ausländer;11000000;Berlin;Ohne Berufsabschluss;22.490
Apr 24;Frauen;Ausländer;11000000;Berlin;Anerkannter Berufsabschluss;28.900
Apr 24;Frauen;Ausländer;11000000;Berlin;Akademischer Berufsabschluss;60.100
Apr 24;Frauen;Ausländer;12000000;Brandenburg;Ohne Berufsabschluss;6.180
Apr 24;Frauen;Ausländer;12000000;Brandenburg;Anerkannter Berufsabschluss;9.900
Apr 24;Frauen;Ausländer;12000000;Brandenburg;Akademischer Berufsabschluss;9.100
